textId,label_type,start_pos,end_pos
39,解剖部位,314,315
39,药物,370,374
39,药物,382,385
39,疾病和诊断,405,410
39,疾病和诊断,412,418
39,疾病和诊断,501,504
39,疾病和诊断,505,510
40,解剖部位,16,19
40,疾病和诊断,18,23
40,解剖部位,25,28
40,手术,46,53
40,手术,63,69
40,手术,83,90
40,手术,104,115
40,手术,120,130
40,手术,130,133
40,手术,141,148
40,解剖部位,149,153
40,疾病和诊断,152,154
40,解剖部位,153,155
40,手术,158,168
41,手术,20,33
41,疾病和诊断,42,79
41,疾病和诊断,111,114
41,手术,125,133
41,影像检查,169,172
41,解剖部位,173,175
41,手术,262,267
41,解剖部位,290,291
41,疾病和诊断,290,294
42,疾病和诊断,61,64
42,手术,90,96
42,疾病和诊断,112,123
42,解剖部位,136,138
42,疾病和诊断,180,181
42,解剖部位,223,224
42,解剖部位,326,327
42,解剖部位,329,330
42,解剖部位,340,342
42,解剖部位,347,348
42,解剖部位,350,351
42,疾病和诊断,374,379
43,影像检查,39,45
43,解剖部位,48,51
43,疾病和诊断,56,61
43,解剖部位,65,69
43,手术,100,107
43,疾病和诊断,141,147
43,解剖部位,221,222
43,影像检查,274,279
43,疾病和诊断,345,351
43,解剖部位,377,378
44,解剖部位,20,21
44,解剖部位,85,88
44,疾病和诊断,117,126
44,疾病和诊断,134,149
44,解剖部位,168,169
44,解剖部位,239,241
44,解剖部位,253,255
44,解剖部位,259,261
44,药物,294,295
44,药物,295,300
44,疾病和诊断,338,347
45,解剖部位,9,12
45,影像检查,32,35
45,疾病和诊断,39,58
45,疾病和诊断,71,77
45,疾病和诊断,78,83
45,解剖部位,87,88
45,手术,147,165
45,解剖部位,175,176
45,解剖部位,190,192
45,解剖部位,219,220
45,解剖部位,222,223
45,疾病和诊断,272,277
46,解剖部位,9,10
46,解剖部位,17,21
46,手术,39,75
46,疾病和诊断,85,90
46,解剖部位,192,194
47,疾病和诊断,7,9
47,手术,17,22
47,影像检查,40,45
47,解剖部位,67,69
47,解剖部位,79,80
47,解剖部位,86,87
47,疾病和诊断,147,151
48,解剖部位,93,95
48,手术,153,161
48,疾病和诊断,184,197
48,解剖部位,207,218
48,解剖部位,222,224
48,解剖部位,224,226
48,解剖部位,229,242
48,解剖部位,242,244
48,解剖部位,245,248
48,解剖部位,248,250
48,解剖部位,250,252
48,解剖部位,253,264
48,解剖部位,264,267
49,疾病和诊断,13,18
49,疾病和诊断,19,23
49,解剖部位,37,38
49,解剖部位,40,43
49,解剖部位,44,47
49,解剖部位,52,53
49,解剖部位,59,60
49,解剖部位,62,63
49,解剖部位,110,112
49,疾病和诊断,111,114
49,解剖部位,113,115
49,解剖部位,122,123
49,疾病和诊断,138,143
49,疾病和诊断,144,152
49,解剖部位,164,165
49,手术,193,208
49,疾病和诊断,247,252
49,解剖部位,322,323
49,解剖部位,325,326
49,疾病和诊断,345,350
50,疾病和诊断,23,29
50,疾病和诊断,39,45
50,手术,94,97
50,疾病和诊断,114,119
50,解剖部位,282,284
51,解剖部位,15,16
51,疾病和诊断,15,17
51,解剖部位,46,48
51,解剖部位,49,51
51,疾病和诊断,61,64
51,疾病和诊断,65,68
51,疾病和诊断,74,80
51,疾病和诊断,86,96
51,解剖部位,112,113
51,疾病和诊断,119,122
51,疾病和诊断,123,127
51,影像检查,129,136
51,解剖部位,137,139
51,疾病和诊断,138,142
51,解剖部位,154,155
51,药物,188,190
51,解剖部位,231,232
51,疾病和诊断,247,253
52,解剖部位,16,19
52,解剖部位,83,86
52,影像检查,168,173
52,实验室检验,206,210
52,手术,273,279
52,疾病和诊断,286,291
52,解剖部位,292,293
52,解剖部位,295,298
52,手术,323,342
52,疾病和诊断,351,361
52,解剖部位,400,405
52,解剖部位,414,416
52,解剖部位,417,418
52,解剖部位,435,448
53,疾病和诊断,66,79
53,手术,96,100
53,疾病和诊断,109,114
53,疾病和诊断,115,120
53,疾病和诊断,156,162
53,实验室检验,235,239
54,解剖部位,9,12
54,解剖部位,28,31
54,解剖部位,35,38
54,解剖部位,96,97
54,疾病和诊断,137,142
54,解剖部位,166,167
55,解剖部位,15,18
55,疾病和诊断,17,20
55,手术,76,86
55,疾病和诊断,108,113
55,疾病和诊断,136,145
55,药物,172,174
55,药物,182,185
55,药物,190,193
55,疾病和诊断,214,220
55,影像检查,259,263
55,药物,272,276
55,药物,279,281
55,药物,294,298
55,药物,299,302
55,药物,311,315
55,药物,316,319
56,疾病和诊断,10,13
56,解剖部位,15,17
56,影像检查,33,40
56,解剖部位,41,48
56,疾病和诊断,47,53
56,解剖部位,53,54
56,疾病和诊断,59,63
56,手术,72,82
56,解剖部位,129,130
56,解剖部位,132,133
56,解剖部位,186,187
57,手术,35,55
57,疾病和诊断,78,98
57,解剖部位,101,102
57,解剖部位,124,130
57,解剖部位,263,264
57,解剖部位,265,266
57,解剖部位,287,288
57,解剖部位,289,290
57,解剖部位,313,314
57,解剖部位,316,317
57,疾病和诊断,351,356
57,解剖部位,388,389
58,疾病和诊断,11,42
58,疾病和诊断,52,58
58,手术,64,69
58,手术,73,108
58,解剖部位,116,117
58,疾病和诊断,116,118
58,解剖部位,273,275
58,疾病和诊断,278,283
58,解剖部位,312,314
58,疾病和诊断,334,339
58,解剖部位,342,347
58,疾病和诊断,365,368
58,解剖部位,379,381
58,疾病和诊断,408,418
59,解剖部位,13,15
59,疾病和诊断,14,17
59,解剖部位,32,33
59,解剖部位,35,36
59,疾病和诊断,61,67
59,药物,76,80
59,解剖部位,132,134
59,解剖部位,169,170
59,解剖部位,172,173
59,解剖部位,175,176
60,解剖部位,6,8
60,解剖部位,38,40
60,解剖部位,48,50
60,疾病和诊断,49,52
60,解剖部位,53,54
60,解剖部位,56,59
60,解剖部位,68,69
60,解剖部位,70,72
60,解剖部位,89,90
60,解剖部位,91,93
60,解剖部位,97,98
60,解剖部位,112,115
60,解剖部位,127,128
60,手术,134,143
60,药物,160,164
60,解剖部位,197,199
60,解剖部位,242,243
60,解剖部位,250,251
60,解剖部位,267,268
60,解剖部位,270,271
60,解剖部位,274,275
61,解剖部位,11,12
61,解剖部位,19,21
61,解剖部位,88,89
61,解剖部位,92,93
61,解剖部位,95,96
61,解剖部位,98,99
61,疾病和诊断,115,122
61,解剖部位,125,126
61,解剖部位,129,131
61,解剖部位,145,146
61,疾病和诊断,161,163
61,解剖部位,183,184
61,解剖部位,193,194
61,解剖部位,196,197
61,解剖部位,199,200
61,解剖部位,203,204
61,解剖部位,206,207
61,疾病和诊断,228,235
62,疾病和诊断,7,12
62,解剖部位,21,22
62,疾病和诊断,21,24
62,手术,43,48
62,疾病和诊断,52,57
62,疾病和诊断,63,71
62,解剖部位,85,89
62,解剖部位,93,95
62,解剖部位,119,121
62,解剖部位,157,158
62,解剖部位,159,160
62,疾病和诊断,164,167
62,疾病和诊断,201,204
63,解剖部位,10,12
63,疾病和诊断,40,43
63,疾病和诊断,103,109
63,解剖部位,127,128
63,疾病和诊断,244,250
63,疾病和诊断,289,296
64,解剖部位,17,22
64,解剖部位,22,24
64,疾病和诊断,46,53
64,疾病和诊断,62,74
64,解剖部位,84,86
64,解剖部位,90,91
64,解剖部位,93,94
64,解剖部位,103,104
64,解剖部位,146,147
64,疾病和诊断,179,182
64,疾病和诊断,217,229
65,手术,8,14
65,手术,18,23
65,疾病和诊断,39,45
65,解剖部位,80,84
65,疾病和诊断,109,113
65,疾病和诊断,138,143
66,疾病和诊断,53,57
66,手术,60,92
66,疾病和诊断,138,144
66,解剖部位,183,184
67,疾病和诊断,28,35
67,手术,40,50
67,手术,62,68
67,手术,71,75
67,解剖部位,117,118
67,解剖部位,120,121
67,手术,164,166
67,疾病和诊断,171,177
67,解剖部位,201,202
67,解剖部位,206,208
67,疾病和诊断,225,229
68,解剖部位,12,13
68,疾病和诊断,12,14
68,解剖部位,43,44
68,解剖部位,44,47
68,解剖部位,77,78
68,解剖部位,80,81
68,解剖部位,95,96
68,解剖部位,116,117
68,疾病和诊断,139,141
68,手术,153,162
68,解剖部位,265,266
69,解剖部位,12,15
69,解剖部位,64,65
69,解剖部位,86,88
69,解剖部位,114,118
69,解剖部位,119,121
69,解剖部位,186,189
69,解剖部位,190,193
69,疾病和诊断,233,246
69,手术,264,278
69,手术,298,317
69,解剖部位,327,332
69,手术,367,375
69,解剖部位,406,408
69,解剖部位,424,427
69,解剖部位,428,431
69,疾病和诊断,458,467
70,疾病和诊断,35,40
70,解剖部位,66,70
70,解剖部位,76,79
70,解剖部位,80,82
70,解剖部位,96,99
70,疾病和诊断,102,103
70,手术,102,107
71,解剖部位,19,21
71,解剖部位,58,59
71,解剖部位,61,62
71,解剖部位,76,77
71,解剖部位,93,94
71,解剖部位,96,97
71,解剖部位,99,101
71,解剖部位,150,151
71,解剖部位,153,154
71,影像检查,206,210
71,解剖部位,213,215
71,疾病和诊断,220,224
71,解剖部位,226,231
71,解剖部位,240,241
71,解剖部位,255,256
71,疾病和诊断,269,271
71,解剖部位,271,272
71,疾病和诊断,271,276
72,疾病和诊断,44,48
72,疾病和诊断,54,60
72,疾病和诊断,62,66
72,疾病和诊断,72,81
72,解剖部位,85,86
72,解剖部位,96,97
72,手术,125,134
72,解剖部位,164,165
73,解剖部位,45,46
73,影像检查,80,85
73,解剖部位,89,91
73,解剖部位,91,93
73,解剖部位,100,104
73,解剖部位,116,118
73,解剖部位,126,128
73,解剖部位,128,130
73,解剖部位,136,137
73,疾病和诊断,141,145
73,疾病和诊断,145,152
73,解剖部位,176,179
73,疾病和诊断,226,231
73,疾病和诊断,233,245
73,疾病和诊断,247,263
73,疾病和诊断,266,274
73,疾病和诊断,277,281
73,疾病和诊断,283,287
73,疾病和诊断,292,293
73,影像检查,292,294
73,疾病和诊断,293,296
73,疾病和诊断,299,304
73,手术,307,312
73,药物,317,322
73,药物,324,326
73,手术,380,387
73,解剖部位,479,483
73,疾病和诊断,503,506
73,疾病和诊断,507,519
73,疾病和诊断,520,524
73,疾病和诊断,525,529
73,解剖部位,555,557
73,解剖部位,562,563
74,解剖部位,8,11
74,解剖部位,63,65
74,解剖部位,74,75
74,解剖部位,89,94
74,解剖部位,136,138
74,解剖部位,146,149
74,解剖部位,161,164
74,解剖部位,166,168
74,解剖部位,173,174
74,疾病和诊断,173,183
74,疾病和诊断,187,188
74,手术,187,191
74,疾病和诊断,190,195
74,手术,195,207
74,手术,208,230
74,解剖部位,238,243
74,解剖部位,248,252
74,疾病和诊断,277,289
75,解剖部位,17,18
75,解剖部位,31,32
75,解剖部位,34,35
75,解剖部位,78,79
75,解剖部位,98,99
75,解剖部位,101,102
75,解剖部位,109,110
75,药物,114,116
75,解剖部位,119,120
75,解剖部位,122,123
75,疾病和诊断,139,142
75,疾病和诊断,142,145
75,药物,156,160
75,药物,161,162
75,药物,162,165
75,药物,167,170
75,解剖部位,179,180
75,药物,208,211
75,解剖部位,213,214
76,手术,26,44
76,疾病和诊断,54,62
76,影像检查,238,241
76,疾病和诊断,242,246
76,疾病和诊断,284,291
76,手术,321,332
76,影像检查,349,354
76,解剖部位,361,365
76,解剖部位,378,384
76,解剖部位,384,386
76,解剖部位,424,425
76,解剖部位,428,429
77,解剖部位,28,29
77,手术,42,45
77,疾病和诊断,62,66
77,手术,71,73
77,解剖部位,79,80
77,解剖部位,82,83
77,解剖部位,107,108
77,疾病和诊断,129,131
78,疾病和诊断,7,9
78,疾病和诊断,28,33
78,手术,41,46
78,解剖部位,50,52
78,解剖部位,57,58
78,疾病和诊断,70,75
78,疾病和诊断,78,82
78,疾病和诊断,109,112
78,疾病和诊断,123,131
79,解剖部位,9,11
79,疾病和诊断,10,16
79,解剖部位,71,73
79,手术,122,134
79,影像检查,143,156
79,解剖部位,167,172
79,解剖部位,173,179
79,解剖部位,180,183
79,解剖部位,189,191
79,手术,216,226
79,手术,261,275
79,疾病和诊断,312,321
80,疾病和诊断,5,10
80,疾病和诊断,49,56
80,解剖部位,63,64
80,解剖部位,89,90
80,疾病和诊断,89,91
80,手术,111,123
80,解剖部位,170,171
81,手术,17,42
81,疾病和诊断,57,64
81,解剖部位,75,77
81,解剖部位,93,95
81,解剖部位,104,107
81,解剖部位,109,111
81,疾病和诊断,139,149
81,药物,154,157
81,药物,159,162
81,解剖部位,189,191
81,疾病和诊断,199,202
81,药物,214,215
81,药物,215,218
81,药物,291,295
81,解剖部位,297,298
81,药物,300,304
81,解剖部位,366,367
81,疾病和诊断,366,368
81,解剖部位,368,369
81,疾病和诊断,368,370
81,解剖部位,383,384
81,解剖部位,385,386
81,解剖部位,399,400
81,解剖部位,405,407
81,解剖部位,411,413
81,解剖部位,417,418
81,解剖部位,418,419
81,疾病和诊断,447,453
82,解剖部位,12,13
82,解剖部位,13,15
82,疾病和诊断,37,52
82,疾病和诊断,53,57
82,疾病和诊断,69,72
82,手术,95,109
82,疾病和诊断,131,150
82,解剖部位,184,185
82,疾病和诊断,212,216
83,解剖部位,43,44
83,疾病和诊断,43,48
83,解剖部位,57,58
83,疾病和诊断,65,68
83,疾病和诊断,111,115
83,疾病和诊断,119,123
83,疾病和诊断,147,151
83,解剖部位,202,204
83,手术,244,249
83,解剖部位,269,270
83,疾病和诊断,292,296
83,药物,303,305
84,疾病和诊断,32,37
84,手术,48,53
84,疾病和诊断,71,76
84,解剖部位,77,78
84,影像检查,148,154
84,疾病和诊断,156,163
84,疾病和诊断,172,176
84,解剖部位,179,181
84,疾病和诊断,190,194
84,影像检查,243,247
84,解剖部位,285,287
85,解剖部位,18,20
85,解剖部位,45,46
85,解剖部位,48,49
85,疾病和诊断,60,65
85,药物,76,77
85,解剖部位,119,120
85,解剖部位,133,135
85,药物,153,157
85,药物,160,162
86,疾病和诊断,12,17
86,手术,35,72
86,疾病和诊断,117,131
86,解剖部位,138,139
86,解剖部位,152,154
86,解剖部位,175,178
86,解剖部位,198,200
86,解剖部位,201,206
86,解剖部位,251,252
86,解剖部位,257,258
86,解剖部位,260,263
86,解剖部位,285,286
87,解剖部位,28,30
87,解剖部位,35,36
87,解剖部位,39,40
87,解剖部位,85,86
87,解剖部位,127,129
87,疾病和诊断,152,153
87,疾病和诊断,164,175
87,影像检查,176,181
87,疾病和诊断,182,185
87,解剖部位,186,187
87,疾病和诊断,186,188
87,疾病和诊断,196,198
87,疾病和诊断,199,203
88,解剖部位,40,43
88,解剖部位,102,104
88,手术,103,106
88,解剖部位,105,108
88,疾病和诊断,117,121
88,疾病和诊断,134,137
88,解剖部位,190,191
88,手术,190,193
88,解剖部位,192,195
88,影像检查,212,215
88,疾病和诊断,252,271
88,解剖部位,304,305
89,解剖部位,46,47
89,手术,80,84
89,解剖部位,88,89
89,解剖部位,90,92
89,解剖部位,97,98
89,解剖部位,139,140
89,手术,210,212
89,解剖部位,233,235
89,解剖部位,266,267
89,疾病和诊断,276,286
89,药物,310,313
89,疾病和诊断,385,386
89,解剖部位,385,387
89,疾病和诊断,386,389
89,药物,400,404
89,解剖部位,511,513
90,解剖部位,21,23
90,解剖部位,29,31
90,解剖部位,35,37
90,疾病和诊断,53,59
90,手术,94,105
90,手术,120,131
90,疾病和诊断,143,151
90,解剖部位,224,226
90,解剖部位,237,238
90,解剖部位,244,245
90,解剖部位,247,248
90,解剖部位,251,252
90,解剖部位,255,256
90,解剖部位,258,259
91,解剖部位,13,14
91,疾病和诊断,13,15
91,解剖部位,54,55
91,解剖部位,71,72
91,解剖部位,74,75
91,疾病和诊断,77,78
91,解剖部位,85,86
91,影像检查,107,110
91,解剖部位,112,117
91,疾病和诊断,121,127
91,解剖部位,129,132
91,解剖部位,137,138
91,解剖部位,141,142
91,解剖部位,149,151
91,解剖部位,169,173
91,解剖部位,191,192
91,疾病和诊断,233,238
92,解剖部位,16,19
92,解剖部位,42,43
92,解剖部位,55,56
92,解剖部位,62,63
92,解剖部位,65,67
92,解剖部位,70,71
92,疾病和诊断,131,138
92,疾病和诊断,141,146
92,手术,150,153
92,手术,153,160
92,疾病和诊断,167,182
92,解剖部位,194,196
92,实验室检验,195,201
92,疾病和诊断,207,222
92,解剖部位,229,230
92,解剖部位,246,248
92,疾病和诊断,247,249
92,解剖部位,291,293
92,解剖部位,313,316
92,疾病和诊断,392,396
93,解剖部位,19,22
93,疾病和诊断,63,70
93,解剖部位,115,116
93,解剖部位,156,157
93,疾病和诊断,203,205
94,手术,24,26
